item_id_a	item_id_b	mode	action	a_is_acting	score
9606.ENSP00000309591	CIDs00005957	activation	activation	t	900
CIDs00005957	9606.ENSP00000309591	activation	activation	f	900
CIDs00000402	9606.ENSP00000304283	activation	activation	t	957
CIDm00000784	9606.ENSP00000328968	inhibition	inhibition	t	957
CIDm00002153	9606.ENSP00000272190	activation	activation	t	999
9606.ENSP00000248076	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000248076	activation	activation	f	900
9606.ENSP00000309259	CIDs00004973	activation	activation	t	900
CIDs00004973	9606.ENSP00000309259	activation	activation	f	900
CIDm00003488	9606.ENSP00000360266	activation	activation	t	957
9606.ENSP00000255380	CIDm00072054	inhibition	inhibition	f	991
CIDm00072054	9606.ENSP00000255380	inhibition	inhibition	t	991
9606.ENSP00000255380	CIDm00072054	binding	inhibition	f	958
CIDm00072054	9606.ENSP00000255380	binding	inhibition	t	958
9606.ENSP00000359285	CIDs00005193	inhibition	inhibition	f	958
CIDs00005193	9606.ENSP00000359285	inhibition	inhibition	t	958
9606.ENSP00000352011	CIDs00002520	inhibition	inhibition	f	998
CIDs00002520	9606.ENSP00000352011	inhibition	inhibition	t	998
9606.ENSP00000270625	CIDs00005957	activation	activation	f	900
CIDs00005957	9606.ENSP00000270625	activation	activation	t	900
9606.ENSP00000363822	CIDs05284537	inhibition	inhibition	f	958
CIDs05284537	9606.ENSP00000363822	inhibition	inhibition	t	958
CIDs00000283	9606.ENSP00000270202	inhibition	inhibition	t	957
9606.ENSP00000306129	CIDm00057537	activation	activation	f	958
CIDm00057537	9606.ENSP00000306129	activation	activation	t	958
9606.ENSP00000385432	CIDm05460048	activation	activation	t	900
CIDm05460048	9606.ENSP00000385432	activation	activation	f	900
9606.ENSP00000343782	CIDs05312115	binding	activation	f	999
CIDs05312115	9606.ENSP00000343782	binding	activation	t	999
9606.ENSP00000369960	CIDs00047811	activation	activation	f	958
CIDs00047811	9606.ENSP00000369960	activation	activation	t	958
9606.ENSP00000344967	CIDs00008977	inhibition	inhibition	t	900
CIDs00008977	9606.ENSP00000344967	inhibition	inhibition	f	900
CIDs05281437	9606.ENSP00000263341	inhibition	inhibition	t	957
CIDs00003973	9606.ENSP00000360266	inhibition	inhibition	t	957
CIDs00014957	9606.ENSP00000239849	activation	activation	t	957
9606.ENSP00000307445	CIDs00159476	binding	inhibition	f	998
CIDs00159476	9606.ENSP00000307445	binding	inhibition	t	998
9606.ENSP00000409378	CIDs00004585	inhibition	inhibition	f	998
CIDs00004585	9606.ENSP00000409378	inhibition	inhibition	t	998
CIDs06433557	9606.ENSP00000297494	inhibition	inhibition	t	957
9606.ENSP00000299293	CIDm00000197	inhibition	inhibition	t	900
CIDm00000197	9606.ENSP00000299293	inhibition	inhibition	f	900
9606.ENSP00000355192	CIDs00060662	inhibition	inhibition	f	991
CIDs00060662	9606.ENSP00000355192	inhibition	inhibition	t	991
9606.ENSP00000348901	CIDm00002185	activation	activation	t	900
CIDm00002185	9606.ENSP00000348901	activation	activation	f	900
CIDm24776445	9606.ENSP00000228682	inhibition	inhibition	t	957
CIDm00000271	9606.ENSP00000265563	activation	activation	f	989
9606.ENSP00000394932	CIDs00006022	inhibition	inhibition	t	900
CIDs00006022	9606.ENSP00000394932	inhibition	inhibition	f	900
9606.ENSP00000327652	CIDs00000681	activation	activation	f	999
CIDs00000681	9606.ENSP00000327652	activation	activation	t	999
9606.ENSP00000327652	CIDs00000681	binding	activation	f	998
CIDs00000681	9606.ENSP00000327652	binding	activation	t	998
CIDm00002506	9606.ENSP00000270202	inhibition	inhibition	t	998
CIDs05280795	9606.ENSP00000296545	inhibition	inhibition	t	957
9606.ENSP00000328968	CIDm00003114	inhibition	inhibition	f	999
CIDm00003114	9606.ENSP00000328968	inhibition	inhibition	t	999
CIDs00459617	9606.ENSP00000361473	inhibition	inhibition	t	957
9606.ENSP00000353915	CIDs00004168	activation	activation	f	958
CIDs00004168	9606.ENSP00000353915	activation	activation	t	958
9606.ENSP00000206249	CIDm00000896	inhibition	inhibition	f	991
CIDm00000896	9606.ENSP00000206249	inhibition	inhibition	t	991
CIDs00004763	9606.ENSP00000260682	activation	activation	t	990
CIDm00029051	9606.ENSP00000237612	inhibition	inhibition	t	990
9606.ENSP00000003084	CIDm00003672	inhibition	inhibition	f	998
CIDm00003672	9606.ENSP00000003084	inhibition	inhibition	t	998
9606.ENSP00000313661	CIDm00060853	inhibition	inhibition	f	958
CIDm00060853	9606.ENSP00000313661	inhibition	inhibition	t	958
9606.ENSP00000313661	CIDm00060853	binding	activation	f	958
CIDm00060853	9606.ENSP00000313661	binding	activation	t	958
9606.ENSP00000356958	CIDm00002812	activation	activation	f	907
CIDm00002812	9606.ENSP00000356958	activation	activation	t	907
9606.ENSP00000356958	CIDm00002812	inhibition	inhibition	f	907
CIDm00002812	9606.ENSP00000356958	inhibition	inhibition	t	907
9606.ENSP00000360762	CIDm00000985	activation	activation	f	900
CIDm00000985	9606.ENSP00000360762	activation	activation	t	900
CIDs05281708	9606.ENSP00000270202	activation	activation	t	957
9606.ENSP00000328968	CIDs00005070	inhibition	inhibition	f	991
CIDs00005070	9606.ENSP00000328968	inhibition	inhibition	t	991
CIDs00002519	9606.ENSP00000373884	activation	activation	t	957
CIDs05280453	9606.ENSP00000458149	activation	activation	t	957
9606.ENSP00000378306	CIDm00000271	activation	activation	f	999
CIDm00000271	9606.ENSP00000378306	activation	activation	t	999
CIDm10315623	9606.ENSP00000353731	inhibition	inhibition	t	990
CIDs00000679	9606.ENSP00000359799	activation	activation	t	957
9606.ENSP00000243911	CIDs00114843	binding	activation	f	991
CIDs00114843	9606.ENSP00000243911	binding	activation	t	991
9606.ENSP00000282397	CIDm00216239	inhibition	inhibition	f	998
CIDm00216239	9606.ENSP00000282397	inhibition	inhibition	t	998
9606.ENSP00000348461	CIDm00000271	activation	activation	f	900
CIDm00000271	9606.ENSP00000348461	activation	activation	t	900
CIDm00032281	9606.ENSP00000302150	activation	activation	t	990
CIDm00005591	9606.ENSP00000269305	activation	activation	t	990
CIDs05288826	9606.ENSP00000270202	activation	activation	t	957
CIDm00000264	9606.ENSP00000458149	activation	activation	t	998
9606.ENSP00000345751	CIDm00005546	inhibition	inhibition	f	958
CIDm00005546	9606.ENSP00000345751	inhibition	inhibition	t	958
CIDs00012035	9606.ENSP00000306512	inhibition	inhibition	t	957
9606.ENSP00000305372	CIDs00033624	binding	inhibition	f	958
CIDs00033624	9606.ENSP00000305372	binding	inhibition	t	958
9606.ENSP00000260630	CIDs05471349	inhibition	inhibition	f	907
CIDs05471349	9606.ENSP00000260630	inhibition	inhibition	t	907
9606.ENSP00000280155	CIDs00439260	activation	activation	f	991
CIDs00439260	9606.ENSP00000280155	activation	activation	t	991
CIDs00446156	9606.ENSP00000355629	inhibition	inhibition	t	990
9606.ENSP00000354511	CIDm00001669	binding	inhibition	f	989
CIDm00001669	9606.ENSP00000354511	binding	inhibition	t	989
9606.ENSP00000384957	CIDm00000271	activation	activation	f	900
CIDm00000271	9606.ENSP00000384957	activation	activation	t	900
CIDm00003054	9606.ENSP00000225831	inhibition	inhibition	t	957
9606.ENSP00000255380	CIDs00004473	inhibition	inhibition	f	991
CIDs00004473	9606.ENSP00000255380	inhibition	inhibition	t	991
CIDs23724458	9606.ENSP00000308361	activation	activation	t	957
CIDs00054687	9606.ENSP00000216117	activation	activation	t	957
9606.ENSP00000308549	CIDm00164437	binding	activation	f	998
CIDm00164437	9606.ENSP00000308549	binding	activation	t	998
CIDm00007847	9606.ENSP00000435591	activation	activation	t	957
9606.ENSP00000325120	CIDm00004536	activation	activation	f	999
CIDm00004536	9606.ENSP00000325120	activation	activation	t	999
CIDm00455658	9606.ENSP00000273550	activation	activation	t	946
9606.ENSP00000390600	CIDs00004633	inhibition	inhibition	f	958
CIDs00004633	9606.ENSP00000390600	inhibition	inhibition	t	958
9606.ENSP00000227451	CIDm00000238	inhibition	inhibition	t	989
CIDm00000238	9606.ENSP00000227451	inhibition	inhibition	f	989
9606.ENSP00000362688	CIDm00000238	activation	activation	f	900
CIDm00000238	9606.ENSP00000362688	activation	activation	t	900
9606.ENSP00000331288	CIDs11181459	activation	activation	f	900
CIDs11181459	9606.ENSP00000331288	activation	activation	t	900
9606.ENSP00000236850	CIDs05280450	activation	activation	f	900
CIDs05280450	9606.ENSP00000236850	activation	activation	t	900
9606.ENSP00000447173	CIDm00077996	activation	activation	f	991
CIDm00077996	9606.ENSP00000447173	activation	activation	t	991
9606.ENSP00000358963	CIDs00077993	binding	activation	f	958
CIDs00077993	9606.ENSP00000358963	binding	activation	t	958
9606.ENSP00000358963	CIDs00077993	activation	activation	f	998
CIDs00077993	9606.ENSP00000358963	activation	activation	t	998
CIDs00004091	9606.ENSP00000318585	inhibition	inhibition	t	999
CIDm00005428	9606.ENSP00000311032	activation	activation	t	990
9606.ENSP00000350198	CIDs03035423	binding	activation	f	998
CIDs03035423	9606.ENSP00000350198	binding	activation	t	998
CIDs11404337	9606.ENSP00000311032	activation	activation	t	957
9606.ENSP00000355645	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000355645	activation	activation	f	900
9606.ENSP00000260598	CIDs00006022	binding	inhibition	f	900
CIDs00006022	9606.ENSP00000260598	binding	inhibition	t	900
CIDs00145068	9606.ENSP00000216117	activation	activation	t	990
CIDm00000274	9606.ENSP00000374467	activation	activation	t	989
9606.ENSP00000215832	CIDs00036314	activation	activation	f	907
CIDs00036314	9606.ENSP00000215832	activation	activation	t	907
9606.ENSP00000215832	CIDs00036314	inhibition	inhibition	f	907
CIDs00036314	9606.ENSP00000215832	inhibition	inhibition	t	907
CIDs00005994	9606.ENSP00000275493	activation	activation	t	901
9606.ENSP00000261707	CIDm06433091	inhibition	inhibition	f	958
CIDm06433091	9606.ENSP00000261707	inhibition	inhibition	t	958
9606.ENSP00000356969	CIDs00446284	activation	activation	f	900
CIDs00446284	9606.ENSP00000356969	activation	activation	t	900
CIDm00002495	9606.ENSP00000262134	activation	activation	t	957
CIDs00054454	9606.ENSP00000233242	inhibition	inhibition	t	990
CIDs05281767	9606.ENSP00000306512	inhibition	inhibition	t	990
9606.ENSP00000369960	CIDm00031721	activation	activation	f	991
CIDm00031721	9606.ENSP00000369960	activation	activation	t	991
9606.ENSP00000263088	CIDs05281969	activation	activation	t	900
CIDs05281969	9606.ENSP00000263088	activation	activation	f	900
CIDs00443423	9606.ENSP00000272190	activation	activation	t	957
9606.ENSP00000292301	CIDm06432145	binding	activation	f	991
CIDm06432145	9606.ENSP00000292301	binding	activation	t	991
CIDm00442783	9606.ENSP00000233813	activation	activation	t	990
9606.ENSP00000275493	CIDm00000762	activation	activation	t	900
CIDm00000762	9606.ENSP00000275493	activation	activation	f	900
CIDs00004829	9606.ENSP00000368104	inhibition	inhibition	t	957
9606.ENSP00000420194	CIDs00000271	binding	activation	f	958
CIDs00000271	9606.ENSP00000420194	binding	activation	t	958
CIDm00003488	9606.ENSP00000337383	inhibition	inhibition	t	957
CIDm00000762	9606.ENSP00000408695	activation	activation	f	998
9606.ENSP00000358983	CIDs00002244	inhibition	inhibition	f	998
CIDs00002244	9606.ENSP00000358983	inhibition	inhibition	t	998
9606.ENSP00000313661	CIDs00031100	activation	activation	f	991
CIDs00031100	9606.ENSP00000313661	activation	activation	t	991
CIDm00408895	9606.ENSP00000216117	activation	activation	t	999
9606.ENSP00000234111	CIDs00003009	inhibition	inhibition	f	998
CIDs00003009	9606.ENSP00000234111	inhibition	inhibition	t	998
CIDs00010144	9606.ENSP00000269305	activation	activation	t	957
9606.ENSP00000280155	CIDs00010836	activation	activation	f	991
CIDs00010836	9606.ENSP00000280155	activation	activation	t	991
9606.ENSP00000303507	CIDm24826799	inhibition	inhibition	f	991
CIDm24826799	9606.ENSP00000303507	inhibition	inhibition	t	991
9606.ENSP00000306490	CIDm00003696	inhibition	inhibition	f	998
CIDm00003696	9606.ENSP00000306490	inhibition	inhibition	t	998
9606.ENSP00000307766	CIDm00002866	binding	inhibition	f	958
CIDm00002866	9606.ENSP00000307766	binding	inhibition	t	958
9606.ENSP00000316244	CIDm00219050	binding	activation	f	958
CIDm00219050	9606.ENSP00000316244	binding	activation	t	958
9606.ENSP00000293328	CIDs03062316	inhibition	inhibition	f	991
CIDs03062316	9606.ENSP00000293328	inhibition	inhibition	t	991
CIDs00068570	9606.ENSP00000277541	inhibition	inhibition	t	998
CIDm00001032	9606.ENSP00000327801	activation	activation	t	990
9606.ENSP00000362401	CIDs05280493	binding	activation	f	998
CIDs05280493	9606.ENSP00000362401	binding	activation	t	998
9606.ENSP00000362463	CIDm00005591	inhibition	inhibition	f	907
CIDm00005591	9606.ENSP00000362463	inhibition	inhibition	t	907
CIDm00004920	9606.ENSP00000331327	activation	activation	t	957
CIDs00077998	9606.ENSP00000327213	activation	activation	t	957
CIDs05311211	9606.ENSP00000306512	activation	activation	t	990
9606.ENSP00000333496	CIDm00003696	inhibition	inhibition	f	998
CIDm00003696	9606.ENSP00000333496	inhibition	inhibition	t	998
9606.ENSP00000370128	CIDs00006322	activation	activation	t	900
CIDs00006322	9606.ENSP00000370128	activation	activation	f	900
CIDs00083030	9606.ENSP00000226730	activation	activation	t	957
9606.ENSP00000377040	CIDm00000611	binding	inhibition	f	900
CIDm00000611	9606.ENSP00000377040	binding	inhibition	t	900
CIDs00005839	9606.ENSP00000360266	activation	activation	t	957
9606.ENSP00000311032	CIDm00005206	activation	activation	f	907
CIDm00005206	9606.ENSP00000311032	activation	activation	t	907
9606.ENSP00000354859	CIDm00000271	activation	activation	t	900
CIDm00000271	9606.ENSP00000354859	activation	activation	f	900
9606.ENSP00000381250	CIDm05460048	inhibition	inhibition	t	900
CIDm05460048	9606.ENSP00000381250	inhibition	inhibition	f	900
9606.ENSP00000303686	CIDm00003915	binding	activation	f	991
CIDm00003915	9606.ENSP00000303686	binding	activation	t	991
9606.ENSP00000300056	CIDs05280450	activation	activation	f	900
CIDs05280450	9606.ENSP00000300056	activation	activation	t	900
CIDs00006830	9606.ENSP00000389934	activation	activation	t	999
9606.ENSP00000340944	CIDm00000238	inhibition	inhibition	t	900
CIDm00000238	9606.ENSP00000340944	inhibition	inhibition	f	900
CIDs00156391	9606.ENSP00000304283	inhibition	inhibition	t	990
CIDs05280443	9606.ENSP00000226279	inhibition	inhibition	t	998
CIDs00005997	9606.ENSP00000289547	inhibition	inhibition	t	990
CIDs00002767	9606.ENSP00000296511	activation	activation	t	957
CIDs00072307	9606.ENSP00000304845	activation	activation	t	957
CIDs00017506	9606.ENSP00000263686	activation	activation	t	957
CIDs00448537	9606.ENSP00000324270	activation	activation	t	999
CIDm00077998	9606.ENSP00000361405	inhibition	inhibition	t	998
CIDs00004366	9606.ENSP00000252723	inhibition	inhibition	t	990
CIDm00003054	9606.ENSP00000325120	activation	activation	t	999
CIDs05280453	9606.ENSP00000312286	activation	activation	t	957
9606.ENSP00000255380	CIDs00083898	binding	activation	f	998
CIDs00083898	9606.ENSP00000255380	binding	activation	t	998
9606.ENSP00000297954	CIDs00005957	activation	activation	t	900
CIDs00005957	9606.ENSP00000297954	activation	activation	f	900
9606.ENSP00000270202	CIDm00000238	inhibition	inhibition	t	900
CIDm00000238	9606.ENSP00000270202	inhibition	inhibition	f	900
CIDm00005042	9606.ENSP00000357380	activation	activation	t	957
9606.ENSP00000263923	CIDs11167602	inhibition	inhibition	f	991
CIDs11167602	9606.ENSP00000263923	inhibition	inhibition	t	991
CIDm00003696	9606.ENSP00000271751	inhibition	inhibition	t	957
CIDs03085092	9606.ENSP00000311032	activation	activation	t	957
CIDm00002160	9606.ENSP00000414303	activation	activation	t	957
CIDm05317623	9606.ENSP00000229416	activation	activation	t	957
CIDm00000985	9606.ENSP00000363089	activation	activation	t	990
9606.ENSP00000176183	CIDs00072286	inhibition	inhibition	f	958
CIDs00072286	9606.ENSP00000176183	inhibition	inhibition	t	958
CIDm00003488	9606.ENSP00000003084	inhibition	inhibition	t	999
CIDs00036095	9606.ENSP00000464149	activation	activation	t	957
9606.ENSP00000359285	CIDm00004737	inhibition	inhibition	f	958
CIDm00004737	9606.ENSP00000359285	inhibition	inhibition	t	958
9606.ENSP00000302441	CIDm00000271	binding	inhibition	f	900
CIDm00000271	9606.ENSP00000302441	binding	inhibition	t	900
CIDs00005538	9606.ENSP00000273258	activation	activation	t	990
9606.ENSP00000003084	CIDs09795307	activation	activation	f	907
CIDs09795307	9606.ENSP00000003084	activation	activation	t	907
9606.ENSP00000411532	CIDm00051081	inhibition	inhibition	f	991
CIDm00051081	9606.ENSP00000411532	inhibition	inhibition	t	991
9606.ENSP00000356022	CIDs00000784	activation	activation	t	969
CIDs00000784	9606.ENSP00000356022	activation	activation	f	969
CIDs16129675	9606.ENSP00000342070	activation	activation	t	998
9606.ENSP00000387281	CIDm00054459	binding	inhibition	f	958
CIDm00054459	9606.ENSP00000387281	binding	inhibition	t	958
9606.ENSP00000408695	CIDm00192866	activation	activation	f	900
CIDm00192866	9606.ENSP00000408695	activation	activation	t	900
CIDm00001444	9606.ENSP00000239849	inhibition	inhibition	t	990
CIDs00005757	9606.ENSP00000276414	inhibition	inhibition	t	999
9606.ENSP00000358511	CIDs05281969	activation	activation	f	938
CIDs05281969	9606.ENSP00000358511	activation	activation	t	938
9606.ENSP00000358511	CIDs05281969	binding	activation	f	991
CIDs05281969	9606.ENSP00000358511	binding	activation	t	991
CIDm05280443	9606.ENSP00000226279	inhibition	inhibition	t	998
9606.ENSP00000363512	CIDs00003599	inhibition	inhibition	f	938
CIDs00003599	9606.ENSP00000363512	inhibition	inhibition	t	938
CIDm00004713	9606.ENSP00000264498	inhibition	inhibition	t	957
CIDs00011009	9606.ENSP00000430620	activation	activation	t	957
CIDm00005056	9606.ENSP00000355330	activation	activation	t	998
CIDs06440175	9606.ENSP00000312455	inhibition	inhibition	t	957
9606.ENSP00000234961	CIDm00026721	activation	activation	f	958
CIDm00026721	9606.ENSP00000234961	activation	activation	t	958
9606.ENSP00000409378	CIDs00002551	binding	activation	f	998
CIDs00002551	9606.ENSP00000409378	binding	activation	t	998
9606.ENSP00000305877	CIDm00000774	binding	activation	f	958
CIDm00000774	9606.ENSP00000305877	binding	activation	t	958
CIDm00000160	9606.ENSP00000306245	activation	activation	t	957
CIDs00004366	9606.ENSP00000265023	inhibition	inhibition	t	999
9606.ENSP00000293288	CIDm00002662	activation	activation	f	907
CIDm00002662	9606.ENSP00000293288	activation	activation	t	907
CIDm00000449	9606.ENSP00000221515	activation	activation	t	999
9606.ENSP00000225371	CIDs00000896	inhibition	inhibition	f	991
CIDs00000896	9606.ENSP00000225371	inhibition	inhibition	t	991
9606.ENSP00000342007	CIDs00007102	activation	activation	t	907
CIDs00007102	9606.ENSP00000342007	activation	activation	f	907
9606.ENSP00000343021	CIDs00023925	binding	activation	f	998
CIDs00023925	9606.ENSP00000343021	binding	activation	t	998
9606.ENSP00000299847	CIDm00002294	inhibition	inhibition	f	958
CIDm00002294	9606.ENSP00000299847	inhibition	inhibition	t	958
CIDs03246390	9606.ENSP00000279488	activation	activation	t	957
CIDs00006022	9606.ENSP00000324806	inhibition	inhibition	f	998
9606.ENSP00000324270	CIDs03083145	binding	inhibition	f	998
CIDs03083145	9606.ENSP00000324270	binding	inhibition	t	998
CIDm10154438	9606.ENSP00000352516	inhibition	inhibition	t	957
9606.ENSP00000332116	CIDs00005429	inhibition	inhibition	f	958
CIDs00005429	9606.ENSP00000332116	inhibition	inhibition	t	958
9606.ENSP00000367959	CIDm00002170	inhibition	inhibition	f	991
CIDm00002170	9606.ENSP00000367959	inhibition	inhibition	t	991
CIDs00005957	9606.ENSP00000249883	activation	activation	f	989
CIDm00000985	9606.ENSP00000356438	activation	activation	t	957
9606.ENSP00000393333	CIDs00124335	binding	activation	f	998
CIDs00124335	9606.ENSP00000393333	binding	activation	t	998
9606.ENSP00000327251	CIDs00000252	inhibition	inhibition	f	958
CIDs00000252	9606.ENSP00000327251	inhibition	inhibition	t	958
CIDm00001287	9606.ENSP00000329418	activation	activation	t	990
CIDm00004091	9606.ENSP00000309757	activation	activation	t	998
CIDs00445154	9606.ENSP00000223095	inhibition	inhibition	t	999
9606.ENSP00000291294	CIDs06434259	binding	activation	f	991
CIDs06434259	9606.ENSP00000291294	binding	activation	t	991
9606.ENSP00000240139	CIDs05280754	activation	activation	f	900
CIDs05280754	9606.ENSP00000240139	activation	activation	t	900
9606.ENSP00000360939	CIDs00060749	inhibition	inhibition	f	991
CIDs00060749	9606.ENSP00000360939	inhibition	inhibition	t	991
9606.ENSP00000263025	CIDm00014888	activation	activation	f	907
CIDm00014888	9606.ENSP00000263025	activation	activation	t	907
9606.ENSP00000263269	CIDm00000581	activation	activation	f	958
CIDm00000581	9606.ENSP00000263269	activation	activation	t	958
9606.ENSP00000288135	CIDm00000197	inhibition	inhibition	t	900
CIDm00000197	9606.ENSP00000288135	inhibition	inhibition	f	900
9606.ENSP00000302967	CIDs00005311	inhibition	inhibition	f	938
CIDs00005311	9606.ENSP00000302967	inhibition	inhibition	t	938
9606.ENSP00000358595	CIDm00005408	activation	activation	t	969
CIDm00005408	9606.ENSP00000358595	activation	activation	f	969
9606.ENSP00000363596	CIDm00104895	binding	activation	f	991
CIDm00104895	9606.ENSP00000363596	binding	activation	t	991
9606.ENSP00000354859	CIDm00004748	inhibition	inhibition	f	991
CIDm00004748	9606.ENSP00000354859	inhibition	inhibition	t	991
CIDm44563762	9606.ENSP00000361125	inhibition	inhibition	t	957
9606.ENSP00000386229	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000386229	activation	activation	f	900
9606.ENSP00000261707	CIDs00002170	inhibition	inhibition	f	991
CIDs00002170	9606.ENSP00000261707	inhibition	inhibition	t	991
CIDm00004253	9606.ENSP00000365439	activation	activation	t	998
9606.ENSP00000269305	CIDs00002336	activation	activation	f	907
CIDs00002336	9606.ENSP00000269305	activation	activation	t	907
CIDm00000408	9606.ENSP00000270202	activation	activation	t	998
CIDm00003712	9606.ENSP00000265734	inhibition	inhibition	t	998
CIDs00005746	9606.ENSP00000372088	activation	activation	t	957
9606.ENSP00000387662	CIDm00000965	activation	activation	f	989
CIDm00000965	9606.ENSP00000387662	activation	activation	t	989
9606.ENSP00000307766	CIDs00107780	binding	activation	f	991
CIDs00107780	9606.ENSP00000307766	binding	activation	t	991
9606.ENSP00000369960	CIDm00003696	inhibition	inhibition	f	998
CIDm00003696	9606.ENSP00000369960	inhibition	inhibition	t	998
CIDs09549284	9606.ENSP00000261615	activation	activation	t	990
CIDm00002900	9606.ENSP00000306512	inhibition	inhibition	t	957
9606.ENSP00000364709	CIDs10182969	inhibition	inhibition	f	998
CIDs10182969	9606.ENSP00000364709	inhibition	inhibition	t	998
CIDm00216345	9606.ENSP00000277541	activation	activation	t	957
CIDm00000730	9606.ENSP00000305355	activation	activation	f	998
9606.ENSP00000361125	CIDm03081361	inhibition	inhibition	f	998
CIDm03081361	9606.ENSP00000361125	inhibition	inhibition	t	998
CIDm00005631	9606.ENSP00000363512	inhibition	inhibition	t	957
9606.ENSP00000356954	CIDm00000231	activation	activation	f	900
CIDm00000231	9606.ENSP00000356954	activation	activation	t	900
CIDs00439520	9606.ENSP00000428824	activation	activation	t	990
CIDs00007847	9606.ENSP00000435591	activation	activation	t	957
9606.ENSP00000333326	CIDs00448537	activation	activation	f	900
CIDs00448537	9606.ENSP00000333326	activation	activation	t	900
CIDm00000238	9606.ENSP00000409126	inhibition	inhibition	t	957
9606.ENSP00000363512	CIDm00003599	inhibition	inhibition	f	938
CIDm00003599	9606.ENSP00000363512	inhibition	inhibition	t	938
9606.ENSP00000264144	CIDs00006830	activation	activation	t	900
CIDs00006830	9606.ENSP00000264144	activation	activation	f	900
CIDs00003488	9606.ENSP00000387662	inhibition	inhibition	t	957
CIDm00004889	9606.ENSP00000451040	activation	activation	t	957
9606.ENSP00000275493	CIDs00003676	inhibition	inhibition	f	991
CIDs00003676	9606.ENSP00000275493	inhibition	inhibition	t	991
9606.ENSP00000282588	CIDs00008977	activation	activation	t	900
CIDs00008977	9606.ENSP00000282588	activation	activation	f	900
9606.ENSP00000307259	CIDs00121990	binding	activation	f	999
CIDs00121990	9606.ENSP00000307259	binding	activation	t	999
9606.ENSP00000302846	CIDm00000214	binding	activation	f	998
CIDm00000214	9606.ENSP00000302846	binding	activation	t	998
CIDm05280343	9606.ENSP00000360317	inhibition	inhibition	t	957
CIDm00000702	9606.ENSP00000320935	inhibition	inhibition	t	957
9606.ENSP00000384273	CIDm00093860	inhibition	inhibition	f	938
CIDm00093860	9606.ENSP00000384273	inhibition	inhibition	t	938
CIDm00001674	9606.ENSP00000369050	activation	activation	t	999
CIDm00005304	9606.ENSP00000373918	inhibition	inhibition	t	957
9606.ENSP00000263341	CIDm00000158	activation	activation	t	907
CIDm00000158	9606.ENSP00000263341	activation	activation	f	907
9606.ENSP00000339787	CIDs00005591	inhibition	inhibition	f	991
CIDs00005591	9606.ENSP00000339787	inhibition	inhibition	t	991
9606.ENSP00000231509	CIDs00005833	inhibition	inhibition	f	991
CIDs00005833	9606.ENSP00000231509	inhibition	inhibition	t	991
CIDs00383413	9606.ENSP00000265986	activation	activation	t	957
CIDs00000175	9606.ENSP00000363804	activation	activation	t	957
CIDm00005589	9606.ENSP00000329357	inhibition	inhibition	t	990
9606.ENSP00000340684	CIDs25244885	binding	inhibition	f	900
CIDs25244885	9606.ENSP00000340684	binding	inhibition	t	900
CIDm00003054	9606.ENSP00000372221	activation	activation	t	990
9606.ENSP00000265572	CIDm00003345	activation	activation	f	991
CIDm00003345	9606.ENSP00000265572	activation	activation	t	991
CIDs00005757	9606.ENSP00000263923	activation	activation	t	998
CIDs00000896	9606.ENSP00000269305	activation	activation	t	990
CIDm00009257	9606.ENSP00000335657	activation	activation	t	957
9606.ENSP00000299178	CIDs00151171	inhibition	inhibition	f	999
CIDs00151171	9606.ENSP00000299178	inhibition	inhibition	t	999
9606.ENSP00000299178	CIDs00151171	binding	inhibition	f	998
CIDs00151171	9606.ENSP00000299178	binding	inhibition	t	998
9606.ENSP00000387694	CIDm00002471	inhibition	inhibition	f	991
CIDm00002471	9606.ENSP00000387694	inhibition	inhibition	t	991
9606.ENSP00000311032	CIDs00002770	activation	activation	f	971
CIDs00002770	9606.ENSP00000311032	activation	activation	t	971
9606.ENSP00000332549	CIDs00003562	inhibition	inhibition	f	991
CIDs00003562	9606.ENSP00000332549	inhibition	inhibition	t	991
CIDs05462310	9606.ENSP00000308541	activation	activation	t	999
9606.ENSP00000360406	CIDm00059708	inhibition	inhibition	f	958
CIDm00059708	9606.ENSP00000360406	inhibition	inhibition	t	958
9606.ENSP00000303540	CIDm00208898	inhibition	inhibition	f	998
CIDm00208898	9606.ENSP00000303540	inhibition	inhibition	t	998
9606.ENSP00000264708	CIDs00005885	activation	activation	t	999
CIDs00005885	9606.ENSP00000264708	activation	activation	f	999
9606.ENSP00000311032	CIDs00002801	activation	activation	f	907
CIDs00002801	9606.ENSP00000311032	activation	activation	t	907
9606.ENSP00000394624	CIDs00010101	activation	activation	f	958
CIDs00010101	9606.ENSP00000394624	activation	activation	t	958
CIDm00004091	9606.ENSP00000387662	activation	activation	t	999
CIDm00005408	9606.ENSP00000412237	activation	activation	t	957
9606.ENSP00000378492	CIDs00001222	binding	inhibition	f	991
CIDs00001222	9606.ENSP00000378492	binding	inhibition	t	991
9606.ENSP00000342007	CIDm00007102	activation	activation	t	907
CIDm00007102	9606.ENSP00000342007	activation	activation	f	907
9606.ENSP00000354859	CIDs00941651	inhibition	inhibition	f	998
CIDs00941651	9606.ENSP00000354859	inhibition	inhibition	t	998
9606.ENSP00000310305	CIDm00000238	activation	activation	f	938
