source,sign,target
Metab__3890,1,5737
Metab__3890,1,5737
Metab__124886,-1,2098
Metab__5311447,-1,1636
Metab__3008,-1,6532
Metab__1615,1,3356
Metab__3209,1,4199
Metab__446156,1,650
Metab__3938,1,1813
Metab__3938,1,1813
Metab__2443,1,9606.ENSP00000387281
Metab__923,1,38
Metab__2767,1,11200
Metab__5355,-1,1814
Metab__2170,-1,3356
Metab__3385,1,5743
Metab__3696,-1,147
Metab__271,1,5261
Metab__985,1,34
Metab__5291,-1,780
Metab__25201794,-1,1728
Metab__9687,1,4953
Metab__11434515,-1,1131
Metab__3962,-1,3156
Metab__2818,-1,3356
Metab__71362,-1,290
Metab__2676,-1,22796
Metab__216239,-1,2324
Metab__25244225,-1,2588
Metab__3062316,-1,3815
Metab__3931,1,4899
Metab__2770,1,207
Metab__2770,-1,207
Metab__3158,-1,9606.ENSP00000387281
Metab__3251,1,9606.ENSP00000387281
Metab__5691,-1,207
Metab__3295,-1,762
Metab__123807,1,135
Metab__9903,1,151306
Metab__57242,1,1813
Metab__9887712,-1,6524
Metab__176155,-1,836
Metab__3399,1,2908
Metab__3449,-1,590
Metab__4927,-1,801
Metab__2585,-1,9606.ENSP00000387281
Metab__4184,-1,3358
Metab__271,1,814
Metab__439520,-1,1593
Metab__985,1,1376
Metab__445154,-1,5315
Metab__3025944,-1,4255
Metab__134600,1,80834
Metab__2729,-1,3356
Metab__3062316,-1,6714
Metab__231,1,34
Metab__3295,-1,760
Metab__73292,-1,1019
Metab__442783,-1,4313
Metab__60961,1,136
Metab__36314,1,836
Metab__187,1,1128
Metab__5689,1,1268
Metab__1833,1,3363
Metab__10517,1,4988
Metab__145068,1,3162
Metab__3931,1,11010
Metab__77998,1,948
Metab__764,1,207
Metab__32518,-1,3930
Metab__3349,-1,231
Metab__449171,1,5916
Metab__4184,-1,150
Metab__2247,-1,3269
Metab__271,1,816
Metab__2995,-1,6532
Metab__271,1,2153
Metab__1103,-1,4953
Metab__7847,1,4323
Metab__2499,1,5724
Metab__23931,-1,2098
Metab__6438354,-1,240
Metab__3625,-1,383
Metab__11434515,-1,1129
Metab__1301,-1,5743
Metab__60795,1,1815
Metab__60795,-1,1815
Metab__23724530,-1,2475
Metab__4865,-1,7153
Metab__3696,-1,3356
Metab__7339,1,5471
Metab__5591,-1,4609
Metab__65999,-1,185
Metab__5487,1,150
Metab__5280492,1,56413
Metab__174174,-1,1131
Metab__2244,1,5742
Metab__2244,-1,5742
Metab__23925,1,221120
Metab__702,-1,4843
Metab__2514,-1,130013
Metab__5056,1,23411
Metab__5056,-1,23411
Metab__5328940,-1,6714
Metab__2443,1,150
Metab__440038,1,718
Metab__176158,-1,2932
Metab__271,1,109
Metab__5280795,1,7097
Metab__28486,-1,359
Metab__3251,1,150
Metab__442783,-1,207
Metab__6443013,1,9606.ENSP00000309757
Metab__60853,-1,1814
Metab__5056,1,5728
Metab__60809,1,1128
Metab__5514,-1,2897
Metab__3038494,1,1814
Metab__5311258,1,3355
Metab__985,1,11010
Metab__148842,-1,3350
Metab__5281708,1,2100
Metab__3488,-1,19
Metab__271,1,23523
Metab__5775,-1,150
Metab__3158,-1,152
Metab__5287969,-1,1025
Metab__3108,-1,2030
Metab__5681,1,1718
Metab__681,1,1814
Metab__681,1,1814
Metab__5005498,-1,1020
Metab__5280450,1,3156
Metab__447905,1,19
Metab__5202,1,3357
Metab__3372,1,1816
Metab__77998,1,949
Metab__5035,1,2100
Metab__16043,1,4780
Metab__2551,1,1128
Metab__2551,1,1128
Metab__5689,1,1268
Metab__1585,1,135
Metab__4051,-1,5743
Metab__439284,-1,5837
Metab__6830,1,9606.ENSP00000274335
Metab__5311,1,7157
Metab__985,1,4862
Metab__5287969,-1,1019
Metab__6918456,-1,64805
Metab__271,1,823
Metab__2578,-1,2936
Metab__961,1,718
Metab__5202,1,3361
Metab__3052775,-1,4129
Metab__129806,-1,3156
Metab__2514,1,2100
Metab__5734,-1,9606.ENSP00000256119
Metab__123795,1,4985
Metab__5546,-1,6337
Metab__8974,1,136
Metab__5523,1,4985
Metab__942,1,1135
Metab__3779,1,2641
Metab__5957,1,3553
Metab__2160,-1,146
Metab__197,1,5031
Metab__51577,-1,8972
Metab__5533,-1,3356
Metab__5280450,1,3158
Metab__3042,-1,1129
Metab__762,1,9606.ENSP00000352834
Metab__2361,1,1544
Metab__5280934,1,6721
Metab__5591,1,5468
Metab__1210,-1,1135
Metab__2826,1,3356
Metab__392622,-1,1576
Metab__4636,1,146
Metab__1023,-1,56172
Metab__28417,1,367
Metab__274,1,5576
Metab__5284616,-1,1978
Metab__3035449,1,9606.ENSP00000307713
Metab__446155,-1,3156
Metab__271,1,9606.ENSP00000305355
Metab__5770,-1,9606.ENSP00000298472
Metab__4666,1,3576
Metab__22848313,-1,2222
Metab__1809,1,3361
Metab__77998,1,9370
Metab__2726,-1,3356
Metab__1912,1,3484
Metab__6830,1,84790
Metab__11235728,-1,1803
Metab__6018,-1,9606.ENSP00000298472
Metab__444899,1,6721
Metab__2187,-1,9606.ENSP00000260433
Metab__271,1,5648
Metab__11009,-1,2878
Metab__9651,-1,590
Metab__5280453,-1,5972
Metab__443289,-1,1909
Metab__702,1,2353
Metab__5376,1,207
Metab__5002,-1,1128
Metab__60853,-1,148
Metab__2767,1,2067
Metab__54758585,-1,100
Metab__3385,1,3439
Metab__24316,1,5592
Metab__2160,-1,3362
Metab__123878,1,4985
Metab__4920,1,5617
Metab__4920,-1,5617
Metab__2170,-1,1814
Metab__3308,-1,5743
Metab__4624,1,142
Metab__5566,-1,1813
Metab__448055,-1,5142
Metab__1310,1,2912
Metab__216239,-1,3791
Metab__4585,-1,9606.ENSP00000313661
Metab__159271,-1,5743
Metab__274,1,9606.ENSP00000369003
Metab__2160,-1,1129
Metab__60795,-1,152
Metab__3062316,-1,6714
Metab__5284549,-1,9606.ENSP00000256119
Metab__762,1,55770
Metab__5280443,-1,983
Metab__271,1,1453
Metab__442783,-1,1956
Metab__60146,-1,148
Metab__60146,-1,148
Metab__3337,-1,6532
Metab__71308609,-1,253260
Metab__2726,-1,147
Metab__942,1,1136
Metab__5253,-1,153
Metab__5460048,1,338
Metab__942,1,207
Metab__2160,-1,1131
Metab__60740,-1,3356
Metab__2578,-1,2936
Metab__3911,1,2798
Metab__6169,-1,9606.ENSP00000313661
Metab__5957,1,8666
Metab__271,-1,1312
Metab__3938,1,3362
Metab__3241,-1,3274
Metab__442783,1,5468
Metab__6830,1,22974
Metab__47811,1,1813
Metab__47811,1,1813
Metab__28486,1,627
Metab__104741,-1,2099
Metab__24288,1,3091
Metab__3081361,-1,1956
Metab__77998,1,5106
Metab__5022,1,136
Metab__15993,1,22978
Metab__442372,-1,10988
Metab__26218,-1,140838
Metab__77998,1,9370
Metab__448601,1,6755
Metab__3337,1,3356
Metab__2726,-1,9606.ENSP00000327652
Metab__985,1,4199
Metab__60795,-1,152
Metab__4369359,1,2641
Metab__3461,-1,7298
Metab__1645,-1,142
Metab__57242,1,1813
Metab__5408,1,367
Metab__2119,-1,3350
Metab__160355,-1,983
Metab__4946,-1,153
Metab__4605,-1,476
Metab__4036,-1,5743
Metab__283,-1,5743
Metab__3696,-1,1133
Metab__446220,-1,6532
Metab__2806,-1,64805
Metab__5591,1,5468
Metab__24798684,1,2695
Metab__208902,1,4543
Metab__123631,-1,7422
Metab__148195,-1,6009
Metab__5957,1,1080
Metab__888,1,1737
Metab__5280754,-1,9606.ENSP00000396538
Metab__61,1,22978
Metab__5994,-1,3265
Metab__2160,-1,3736
Metab__5362118,-1,183
Metab__151069,1,3308
Metab__5102,1,6622
Metab__63951,1,154
Metab__271,1,2158
Metab__784,1,7001
Metab__448055,-1,5144
Metab__14185569,1,7097
Metab__312145,-1,5290
Metab__1809,1,3357
Metab__241,1,1571
Metab__869,-1,1375
Metab__16362,-1,3757
Metab__6918540,-1,1071
Metab__6398761,-1,5741
Metab__3062316,-1,5159
Metab__783,1,54106
Metab__622,1,22978
Metab__5994,1,5594
Metab__2471,-1,1080
Metab__10783,-1,1571
Metab__5280450,1,1543
Metab__271,1,713
Metab__5372,-1,4772
Metab__2353,1,836
Metab__60606,-1,64805
Metab__238,-1,27
Metab__9853053,-1,4547
Metab__271,-1,3000
Metab__3410,1,154
Metab__3410,1,154
Metab__937,1,338442
Metab__937,1,338442
Metab__25476,1,186
Metab__3640,-1,56729
Metab__5005498,-1,983
Metab__985,1,2222
Metab__6083,1,5564
Metab__28864,1,3350
Metab__5464105,-1,1312
Metab__2833,-1,203068
Metab__5757,1,3481
Metab__3054,1,57504
Metab__3339,-1,64386
Metab__222,1,128240
Metab__1220,1,3358
Metab__127357,-1,4914
Metab__5280343,1,9606.ENSP00000260630
Metab__5280363,1,5743
Metab__1986,-1,23632
Metab__92432,1,4161
Metab__4829,1,9370
Metab__9642,1,2908
Metab__1986,-1,762
Metab__60767,1,4986
Metab__31100,1,152
Metab__3654103,1,9606.ENSP00000313661
Metab__11667893,-1,2321
Metab__2866,-1,9606.ENSP00000387281
Metab__2866,-1,9606.ENSP00000387281
Metab__3931,1,336
Metab__4174,1,1543
Metab__5280343,-1,3569
Metab__60621,1,3350
Metab__5280934,1,6721
Metab__402,1,8989
Metab__119184,1,7157
Metab__444899,1,4801
Metab__3403,-1,3383
Metab__31703,1,836
Metab__5280934,1,4199
Metab__3054,1,2100
Metab__702,-1,4852
Metab__5283731,1,1591
Metab__888,-1,10157
Metab__7847,1,8989
Metab__2514,1,3725
Metab__3519,1,150
Metab__3519,1,150
Metab__2719,-1,54106
Metab__5311081,1,4988
Metab__110635,-1,50940
Metab__2519,1,6263
Metab__271,1,5834
Metab__5957,1,114548
Metab__54454,1,7422
Metab__71360,-1,1813
Metab__71360,-1,1813
Metab__66535,1,5567
Metab__6076,1,7430
Metab__11020241,1,4846
Metab__107935,-1,207
Metab__5280450,1,1581
Metab__6031,-1,2992
Metab__271,1,712
Metab__3086457,1,9606.ENSP00000330138
Metab__5358,1,3351
Metab__5358,1,3351
Metab__5546,-1,6337
Metab__3931,1,51129
Metab__9818231,-1,3716
Metab__6536,-1,1717
Metab__44093,-1,1636
Metab__9871419,-1,64805
Metab__191,1,136
Metab__191,1,136
Metab__6001,1,1543
Metab__208908,1,2064
Metab__208908,-1,2064
Metab__4920,-1,5021
Metab__838,-1,146
Metab__838,1,146
Metab__10296883,-1,9606.ENSP00000305355
Metab__31100,1,3350
Metab__31100,-1,3350
Metab__132059,1,9606.ENSP00000313661
Metab__114827,1,2917
Metab__985,1,57761
Metab__2726,-1,3269
Metab__4440,1,9606.ENSP00000313661
Metab__4440,1,9606.ENSP00000313661
Metab__60853,-1,3363
Metab__77998,1,5106
Metab__152951,-1,2147
Metab__123970,-1,240
Metab__4585,-1,152
Metab__68844,-1,9606.ENSP00000256119
Metab__2995,-1,6530
Metab__5815,-1,5053
Metab__4106,-1,3355
Metab__5287969,-1,1017
Metab__5591,1,5595
Metab__5284616,-1,253260
Metab__3052775,-1,4129
Metab__738,1,367
Metab__5280450,1,2274
Metab__2563,-1,1644
Metab__2170,-1,1815
Metab__2866,-1,150
Metab__2866,-1,150
Metab__443878,-1,1133
Metab__5452,-1,148
Metab__44072,-1,5498
Metab__5204,1,4846
Metab__448537,1,7706
Metab__1727,-1,3737
Metab__129776,1,4544
Metab__191,1,135
Metab__191,1,135
Metab__937,1,338442
Metab__937,1,338442
Metab__3062316,-1,4067
Metab__4659569,-1,1312
Metab__4659569,-1,1312
Metab__6083,1,5563
Metab__5619,1,4986
Metab__5619,1,4986
Metab__9651,-1,43
Metab__3295,-1,9606.ENSP00000256119
Metab__3909,1,64805
Metab__444899,1,54600
Metab__4158,-1,6531
Metab__271,1,10747
Metab__304,-1,29881
Metab__5754,1,3290
Metab__60795,1,1814
Metab__60795,-1,1814
Metab__68570,-1,5020
Metab__60795,-1,148
Metab__1547,1,136
Metab__3692,1,11255
Metab__5284596,-1,2099
Metab__26346,1,1269
Metab__71301,-1,153
Metab__3961,-1,185
Metab__1833,1,3360
Metab__59868,1,1814
Metab__445154,-1,1543
Metab__123631,-1,1950
Metab__271,1,5257
Metab__644241,-1,25
Metab__24755492,-1,207
Metab__5280453,1,249
Metab__5991,1,6462
Metab__2550,-1,4313
Metab__4449,-1,150
Metab__59768,-1,153
Metab__59768,-1,153
Metab__5311111,1,9606.ENSP00000307713
Metab__231,1,4801
Metab__5281605,-1,5594
Metab__2524,1,9606.ENSP00000458149
Metab__132059,1,3351
Metab__4078,-1,1813
Metab__62279,1,4988
Metab__271,1,9606.ENSP00000290575
Metab__148177,-1,207
Metab__5512,-1,1133
Metab__20393,1,5465
Metab__1102,-1,4953
Metab__442783,-1,4318
Metab__445154,-1,6714
Metab__16230,-1,6339
Metab__387447,-1,5693
Metab__5280450,1,19
Metab__942,1,1137
Metab__92432,1,4161
Metab__3931,1,3992
Metab__985,1,4899
Metab__2585,-1,152
Metab__115114,1,2912
Metab__4885,1,150
Metab__23931,-1,5860
Metab__123015,-1,7422
Metab__5056,1,7157
Metab__123794,1,186
Metab__5538,1,7040
Metab__965,-1,9415
Metab__177964,1,2862
Metab__2160,-1,3363
Metab__24360,-1,7150
Metab__2094,-1,7498
Metab__3340,1,9606.ENSP00000327652
Metab__3340,1,9606.ENSP00000327652
Metab__449171,1,6258
Metab__6076,1,5567
Metab__145068,1,3576
Metab__71306,1,9606.ENSP00000330138
Metab__60853,-1,9606.ENSP00000387281
Metab__5743,1,2908
Metab__8515,-1,5601
Metab__4036,-1,5743
Metab__3750,-1,7150
Metab__4543,-1,146
Metab__2130,1,1813
Metab__2583,1,153
Metab__2583,-1,153
Metab__2082,1,1543
Metab__4196,-1,2908
Metab__4592,-1,1020
Metab__151165,-1,6869
Metab__4585,-1,3359
Metab__4666,1,356
Metab__3779,1,153
Metab__3779,1,153
Metab__60767,1,4986
Metab__2955,1,1559
Metab__54454,-1,4318
Metab__5281767,1,7157
Metab__5281767,-1,7157
Metab__6076,1,2641
Metab__3209,1,336
Metab__238,1,6210
Metab__105104,1,4986
Metab__8223,1,9606.ENSP00000313661
Metab__4449,-1,3358
Metab__446157,1,4846
Metab__1051,-1,8564
Metab__3394,1,3248
Metab__2905,-1,1128
Metab__3039,-1,590
Metab__4178,-1,6331
Metab__224,1,51422
Metab__6918313,1,3350
Metab__4763,1,1576
Metab__271,1,5532
Metab__4926,-1,146
Metab__77993,1,9606.ENSP00000313661
Metab__77993,1,9606.ENSP00000313661
Metab__295,1,5139
Metab__64627,-1,134
Metab__5957,-1,5837
Metab__3640,1,3290
Metab__1927,1,948
Metab__271,1,5588
Metab__2585,-1,146
Metab__985,1,2641
Metab__271,1,6714
Metab__4091,-1,2475
Metab__5485199,1,4988
Metab__11169859,1,29110
Metab__4993,-1,1719
Metab__4927,-1,1129
Metab__784,1,5599
Metab__2735,1,8074
Metab__4449,-1,6532
Metab__5757,1,2852
Metab__896,1,4544
Metab__896,1,4544
Metab__5479530,1,23657
Metab__1809,1,3350
Metab__3446,-1,774
Metab__275,-1,383
Metab__5452,-1,9606.ENSP00000327652
Metab__6322,1,4846
Metab__5730,1,5894
Metab__2092,-1,146
Metab__37542,-1,3614
Metab__71362,-1,9606.ENSP00000307713
Metab__71362,-1,9606.ENSP00000307713
Metab__888,1,9606.ENSP00000354519
Metab__5957,1,64805
Metab__271,1,3925
Metab__4713,-1,3569
Metab__4584,-1,5524
Metab__446284,1,4801
Metab__1060,-1,1737
Metab__37463,1,59340
Metab__24826799,-1,2322
Metab__1809,1,3350
Metab__91649,-1,367
Metab__25476,1,5972
Metab__25476,-1,5972
Metab__5697,-1,136
Metab__5717148,-1,23411
Metab__5280450,1,336
Metab__3961,-1,7040
Metab__4634,-1,1131
Metab__3749,-1,185
Metab__3749,-1,185
Metab__5280961,-1,5468
Metab__5352,-1,5742
Metab__92432,1,4159
Metab__4585,-1,1133
Metab__2733525,1,207
Metab__444899,1,9606.ENSP00000327315
Metab__2244,-1,3569
Metab__89594,-1,7124
Metab__36314,1,5599
Metab__71360,-1,3356
Metab__71360,-1,3356
Metab__23930,1,30849
Metab__5212,-1,8654
Metab__238,1,7341
Metab__6419702,1,9606.ENSP00000305355
Metab__5731,1,3351
Metab__5731,1,3351
Metab__504670,-1,1080
Metab__5372,-1,3558
Metab__4282,-1,6303
Metab__1809,1,3354
Metab__274,1,5573
Metab__3339,1,5465
Metab__31100,1,147
Metab__31100,-1,147
Metab__3055171,-1,3350
Metab__10152654,-1,1513
Metab__636380,-1,2159
Metab__6917715,1,5241
Metab__2585,-1,9606.ENSP00000387281
Metab__4425,1,5443
Metab__4425,-1,5443
Metab__24958198,-1,142
Metab__2915,-1,9606.ENSP00000229416
Metab__62080,-1,4128
Metab__271,1,3065
Metab__1023,1,6696
Metab__977,1,3091
Metab__264,1,2641
Metab__32518,-1,3930
Metab__187,1,5335
Metab__148191,-1,2475
Metab__4594,1,1576
Metab__60149,-1,3362
Metab__231,1,4800
Metab__4927,-1,801
Metab__951,1,150
Metab__2676,-1,1401
Metab__3648,1,4986
Metab__5329098,-1,3791
Metab__158,1,5734
Metab__158,1,5734
Metab__4440,1,3351
Metab__4440,1,3351
Metab__23994,-1,2878
Metab__5618,1,11251
Metab__274,1,1080
Metab__312145,-1,30849
Metab__62156,1,4986
Metab__5152,1,154
Metab__5152,1,154
Metab__60843,-1,1719
Metab__15951529,-1,367
Metab__114944,1,222236
Metab__1727,-1,3738
Metab__9574101,-1,2147
Metab__393593,1,57413
Metab__393593,1,57413
Metab__5312830,1,2167
Metab__238,1,3146
Metab__71306,1,6755
Metab__6013,-1,9370
Metab__47811,1,3358
Metab__271,1,4846
Metab__3117,-1,218
Metab__4078,-1,3356
Metab__4172142,1,4544
Metab__115114,-1,2918
Metab__3154,-1,760
Metab__5280961,1,4846
Metab__6830,1,5898
Metab__442783,1,1080
Metab__444899,1,4802
Metab__1342,1,3363
Metab__231,1,19
Metab__5280961,1,2099
Metab__5280961,-1,2099
Metab__6830,-1,6861
Metab__104758,-1,7298
Metab__4106,-1,3357
Metab__4369359,-1,1803
Metab__2585,-1,150
Metab__3779,1,154
Metab__8223,1,1813
Metab__9704,-1,1717
Metab__3209,1,4802
Metab__838,1,155
Metab__838,1,155
Metab__304,1,4846
Metab__7847,1,8989
Metab__2552,1,5734
Metab__985,1,4899
Metab__231,1,2222
Metab__923,-1,5743
Metab__5288382,-1,3320
Metab__16230,-1,6338
Metab__6443013,1,2167
Metab__5280961,1,1080
Metab__4449,-1,3358
Metab__4605,1,6714
Metab__4735,-1,472
Metab__2119,-1,154
Metab__219077,-1,6870
Metab__3615,1,11255
Metab__4946,-1,155
Metab__5775,-1,148
Metab__5505,-1,6833
Metab__1003,-1,2588
Metab__3042,-1,1128
Metab__2396,1,9606.ENSP00000305355
Metab__32518,-1,10682
Metab__5381,1,5914
Metab__224,-1,2203
Metab__801,-1,883
Metab__985,1,376497
Metab__5620,1,4986
Metab__271,1,6469
Metab__26275995,-1,7422
Metab__761,-1,2673
Metab__1727,-1,3746
Metab__271,1,2159
Metab__5839,1,1636
Metab__860,1,948
Metab__167572,1,9290
Metab__60182,-1,886
Metab__60182,-1,886
Metab__2797,1,9606.ENSP00000309757
Metab__5717,-1,10800
Metab__5717,-1,10800
Metab__4768,-1,9606.ENSP00000387281
Metab__5073,1,9606.ENSP00000387281
Metab__5073,-1,9606.ENSP00000387281
Metab__702,1,1571
Metab__55245,-1,5241
Metab__450,1,2852
Metab__60853,-1,9606.ENSP00000327652
Metab__64924,-1,6915
Metab__3209,1,4800
Metab__784,1,3576
Metab__1045,-1,4953
Metab__2541,-1,185
Metab__2541,-1,185
Metab__5757,1,4846
Metab__59751,-1,886
Metab__59751,-1,886
Metab__439520,-1,1582
Metab__63062,1,5595
Metab__5329102,-1,5159
Metab__145068,1,3000
Metab__3715,-1,5742
Metab__5280754,-1,4772
Metab__5280363,1,5739
Metab__5002,-1,1815
Metab__2818,-1,3351
Metab__2818,1,3351
Metab__764,1,5879
Metab__5280961,-1,3569
Metab__3385,1,7157
Metab__860,1,11010
Metab__4973,-1,4862
Metab__3440,1,5972
Metab__1935,-1,3176
Metab__77993,1,3355
Metab__985,1,6667
Metab__3430,-1,10988
Metab__9991,-1,262
Metab__4409,-1,5743
Metab__3762,1,153
Metab__5464105,-1,1312
Metab__5040,-1,5111
Metab__3696,-1,3757
Metab__4158,-1,6531
Metab__124875,1,29110
Metab__3661,-1,1129
Metab__3661,-1,1129
Metab__238,1,4846
Metab__1548943,1,7157
Metab__65064,1,836
Metab__2244,-1,4313
Metab__644241,-1,3815
Metab__3779,1,155
Metab__11707110,-1,5605
Metab__2958,-1,7153
Metab__985,1,1579
Metab__126046,-1,1636
Metab__2361,1,1555
Metab__89594,1,6714
Metab__271,1,2185
Metab__24826799,-1,2260
Metab__2477,1,3350
Metab__2477,1,3350
Metab__54454,-1,7124
Metab__4885,1,1815
Metab__132552,1,9606.ENSP00000313661
Metab__2160,-1,3362
Metab__444795,1,5948
Metab__4956,1,5729
Metab__3372,-1,9606.ENSP00000327652
Metab__4631,-1,154
Metab__942,1,6714
Metab__2519,-1,135
Metab__2729,-1,1814
Metab__445154,-1,4318
Metab__444899,1,6721
Metab__2170,-1,3350
Metab__271,1,23523
Metab__985,1,27242
Metab__2471,-1,1080
Metab__3269,1,2099
Metab__60843,-1,2618
Metab__151069,-1,207
Metab__702,1,2335
Metab__216239,-1,6714
Metab__2361,1,1543
Metab__216239,-1,3815
Metab__4585,-1,3274
Metab__4534,-1,240
Metab__75919,1,3269
Metab__2826,1,5173
Metab__271,1,5321
Metab__985,1,4801
Metab__4497,-1,779
Metab__5568,-1,1813
Metab__5538,1,5917
Metab__3959,-1,886
Metab__3339,1,5465
Metab__71362,-1,9606.ENSP00000265023
Metab__5957,1,27335
Metab__4197,-1,5139
Metab__3310,1,355
Metab__838,1,154
Metab__5381,1,5916
Metab__145068,1,2984
Metab__3209,1,9606.ENSP00000327315
Metab__2247,-1,3269
Metab__3893,1,2641
Metab__445154,1,7157
Metab__20393,1,5465
Metab__3488,-1,54795
Metab__16230,-1,5328
Metab__72271,-1,1111
Metab__145068,1,2982
Metab__60843,-1,1719
Metab__271,1,4137
Metab__271,-1,4137
Metab__439520,1,9965
Metab__4740,-1,9606.ENSP00000270474
Metab__3340,1,1816
Metab__9825149,-1,9606.ENSP00000268035
Metab__77992,1,9606.ENSP00000313661
Metab__77992,1,9606.ENSP00000313661
Metab__2866,1,3350
Metab__387447,1,3320
Metab__942,1,7054
Metab__4205,-1,3359
Metab__1349907,-1,7173
Metab__283,1,7350
Metab__6420138,-1,6790
Metab__451668,-1,1786
Metab__5587,-1,3269
Metab__5280343,-1,6514
Metab__41376,1,11255
Metab__4926,-1,1129
Metab__4735,-1,4361
Metab__23994,1,3273
Metab__53232,-1,338
Metab__5426,-1,51185
Metab__5002,-1,1814
Metab__5056,-1,1576
Metab__24776445,-1,6608
Metab__3661,-1,1132
Metab__3661,-1,1132
Metab__450,1,1555
Metab__4911,-1,9376
Metab__238,1,2745
Metab__942,1,7422
Metab__5478883,-1,1509
Metab__197,-1,3795
Metab__443878,-1,1131
Metab__4745,1,152
Metab__107994,-1,9606.ENSP00000464149
Metab__3640,1,5443
Metab__2131,-1,43
Metab__216239,-1,9606.ENSP00000268035
Metab__65064,1,9606.ENSP00000394932
Metab__6419741,-1,1111
Metab__2783,1,155
Metab__107780,1,3358
Metab__985,1,335
Metab__60812,1,3350
Metab__5284596,-1,4985
Metab__1730,-1,5860
Metab__1220,1,3355
Metab__3062316,-1,3815
Metab__4120,-1,1129
Metab__6419702,1,5578
Metab__396813,1,1543
Metab__5359476,-1,240
Metab__208,1,2992
Metab__1229,1,3357
Metab__772,-1,7422
Metab__114827,1,2915
Metab__784,1,3725
Metab__5761,1,3362
Metab__2153,-1,134
Metab__5267,-1,367
Metab__433902,1,5578
Metab__4624,1,142
Metab__57469,1,51284
Metab__4055,-1,4129
Metab__5408,1,4846
Metab__985,1,1376
Metab__5819,1,7067
Metab__2891,1,3091
Metab__3003,1,8864
Metab__5287969,-1,1022
Metab__389,-1,10157
Metab__985,1,6822
Metab__3973,1,836
Metab__5428,1,811
Metab__4205,-1,150
Metab__4205,-1,150
Metab__63951,1,155
Metab__23925,1,7166
Metab__14985,-1,5743
Metab__54454,-1,338
Metab__2951,-1,6261
Metab__5283731,1,7421
Metab__5311068,1,150
Metab__36403,-1,23038
Metab__5533,1,3350
Metab__439260,1,152
Metab__15130,1,4988
Metab__1809,1,3355
Metab__283,1,2168
Metab__3143,1,4137
Metab__2735,1,3586
Metab__1444,1,5468
Metab__3715,-1,5742
Metab__965,1,2641
Metab__5280427,1,5740
Metab__4449,-1,6531
Metab__133021,-1,240
Metab__2733525,-1,1559
Metab__8730,1,7068
Metab__5957,1,6233
Metab__445154,-1,10135
Metab__104806,-1,4846
Metab__177335,-1,3360
Metab__51358113,-1,2475
Metab__611,1,2918
Metab__4634,-1,1128
Metab__124886,-1,9606.ENSP00000229416
Metab__5538,1,6469
Metab__5329099,-1,3791
Metab__6076,1,5575
Metab__5408,1,3952
Metab__5408,-1,3952
Metab__762,1,3837
Metab__5993,-1,9429
Metab__23930,1,5289
Metab__5374,-1,152
Metab__3269,1,2100
Metab__2132,1,2629
Metab__4920,-1,1586
Metab__849,-1,10157
Metab__4449,-1,3350
Metab__444899,1,1376
Metab__5572,-1,1128
Metab__5572,-1,1128
Metab__5284616,-1,4846
Metab__1172,-1,2673
Metab__5775,-1,152
Metab__252682,-1,6774
Metab__133254,1,1268
Metab__5291,-1,1436
Metab__55283,-1,1595
Metab__3385,1,7157
Metab__6830,1,55763
Metab__3696,-1,3358
Metab__5280453,1,250
Metab__3086547,1,3360
Metab__5381,1,5916
Metab__3386,-1,6532
Metab__231,1,376497
Metab__860,1,6667
Metab__4425,-1,2099
Metab__231,1,3157
Metab__2801,-1,6532
Metab__271,1,1259
Metab__10282255,1,2353
Metab__36811,1,153
Metab__36811,1,153
Metab__2524,-1,5972
Metab__5691,-1,5290
Metab__4829,1,5465
Metab__1060,-1,8050
Metab__25880656,-1,4317
Metab__5095,1,1815
Metab__143,-1,7298
Metab__5280795,1,8600
Metab__388944,1,10383
Metab__5311283,-1,6536
Metab__16132283,1,2740
Metab__1669,-1,1312
Metab__439260,1,5443
Metab__387447,-1,5690
Metab__1167,-1,2582
Metab__448601,1,6752
Metab__21632,-1,1312
Metab__197,1,84618
Metab__1548952,1,2099
Metab__1548952,-1,2099
Metab__8974,1,134
Metab__36523,1,9606.ENSP00000354569
Metab__951,-1,5053
Metab__5280934,1,4899
Metab__985,1,6822
Metab__73087,1,2146
Metab__73087,-1,2146
Metab__2801,-1,3358
Metab__1218,1,9606.ENSP00000327652
Metab__3350,-1,6715
Metab__3488,-1,4363
Metab__2818,-1,1128
Metab__5533,-1,3356
Metab__132519,-1,4318
Metab__5734,-1,9606.ENSP00000309649
Metab__4745,1,3356
Metab__3453,1,2641
Metab__2812,-1,9606.ENSP00000262888
Metab__36462,1,836
Metab__60822,-1,1401
Metab__175,1,9314
Metab__860,1,376497
Metab__16130049,-1,2305
Metab__6830,1,23265
Metab__5957,1,6202
Metab__6420138,-1,9212
Metab__3413,1,5592
Metab__442783,-1,2064
Metab__16130961,1,6752
Metab__49381,1,1816
Metab__4449,-1,6530
Metab__31100,1,3356
Metab__4158,-1,6530
Metab__5538,-1,595
Metab__2949,1,5241
Metab__53629505,1,354
Metab__159271,-1,5743
Metab__271,1,10014
Metab__603,1,2646
Metab__603,-1,2646
Metab__2552,1,6915
Metab__439202,-1,383
Metab__28486,1,1499
Metab__5281605,-1,207
Metab__4946,-1,153
Metab__1224,-1,1813
Metab__60149,-1,3757
Metab__104849,-1,4986
Metab__1833,1,3362
