source,sign,target
Metab__1209,1,2915
Metab__1798,-1,766
Metab__60822,1,5054
Metab__1424,1,51129
Metab__4635,1,4988
Metab__4635,1,4988
Metab__2200,-1,3269
Metab__2471,-1,6557
Metab__3954,1,4988
Metab__3954,1,4988
Metab__702,1,2597
Metab__2076,-1,207
Metab__60662,-1,8912
Metab__107780,1,3356
Metab__54454,-1,4318
Metab__3931,1,4800
Metab__3062316,-1,3815
Metab__3386,-1,9606.ENSP00000353820
Metab__5360515,-1,4986
Metab__4595,1,3360
Metab__3931,1,2274
Metab__4184,-1,3269
Metab__158796,1,846
Metab__104742,1,4988
Metab__2564,-1,3269
Metab__295,1,59341
Metab__387447,1,7157
Metab__60795,1,3350
Metab__60795,-1,3350
Metab__60795,1,3350
Metab__145068,1,5743
Metab__2719,-1,5605
Metab__4666,1,8856
Metab__5839,1,2852
Metab__1764,1,108
Metab__5073,-1,1815
Metab__274,1,5906
Metab__125017,-1,6532
Metab__2207,1,2915
Metab__10460379,-1,1786
Metab__65064,-1,7422
Metab__60853,-1,3354
Metab__60853,1,3354
Metab__39042,1,5468
Metab__5076,-1,1576
Metab__4449,-1,6532
Metab__1548943,1,7442
Metab__231,1,1543
Metab__206,-1,590
Metab__5538,1,7040
Metab__2818,-1,150
Metab__5281708,1,2100
Metab__4075,-1,7172
Metab__5574,-1,3269
Metab__4507,-1,779
Metab__8515,-1,5599
Metab__4095,1,4988
Metab__4425,-1,5173
Metab__2193,1,3292
Metab__93205,1,136
Metab__224,-1,2673
Metab__2973,1,3091
Metab__860,1,8800
Metab__5280934,1,6822
Metab__271,1,3925
Metab__657308,-1,1131
Metab__838,1,147
Metab__5280450,1,4800
Metab__1051,-1,8564
Metab__172197,1,5972
Metab__172197,-1,5972
Metab__3938,1,3358
Metab__3938,1,3358
Metab__937,-1,22796
Metab__39042,1,5468
Metab__3209,1,6721
Metab__2477,1,5617
Metab__3931,1,2180
Metab__838,1,3576
Metab__2512,1,1815
Metab__231,1,211
Metab__2250,1,5054
Metab__6830,1,3837
Metab__942,1,1137
Metab__11707110,-1,5605
Metab__2548,1,7442
Metab__23994,-1,10423
Metab__6072,-1,6523
Metab__123794,1,186
Metab__9804991,1,3020
Metab__24936,-1,6713
Metab__5957,1,6229
Metab__2514,1,2099
Metab__4927,-1,3356
Metab__5291,-1,5159
Metab__3869,-1,153
Metab__3869,-1,153
Metab__1567,1,5009
Metab__69507,1,2646
Metab__69507,-1,2646
Metab__54454,1,3553
Metab__2803,1,152
Metab__2803,1,152
Metab__57363,-1,6718
Metab__146570,-1,6531
Metab__24826799,-1,2263
Metab__9687,1,7054
Metab__26275995,-1,4318
Metab__4534,-1,1312
Metab__762,-1,6812
Metab__5280934,1,3158
Metab__5994,1,367
Metab__36462,1,7157
Metab__442783,-1,6774
Metab__26644,-1,4985
Metab__1060,-1,1737
Metab__5957,1,472
Metab__4463,1,1576
Metab__1690,1,4363
Metab__5001396,-1,79001
Metab__93860,1,1027
Metab__3559,-1,9606.ENSP00000327652
Metab__22525,1,1452
Metab__9578572,-1,2147
Metab__1589,1,1241
Metab__2803,-1,5972
Metab__24261,1,3553
Metab__3672,-1,5743
Metab__5280961,-1,5468
Metab__5538,1,3567
Metab__445154,-1,7422
Metab__2214,-1,653361
Metab__6450819,-1,5054
Metab__60953,-1,7298
Metab__5281605,-1,207
Metab__274,1,7222
Metab__93860,1,836
Metab__3784,-1,776
Metab__77992,1,9606.ENSP00000313661
Metab__77992,1,9606.ENSP00000313661
Metab__2806,-1,1555
Metab__295,1,5592
Metab__2091,1,7421
Metab__294,-1,2992
Metab__6726,-1,3269
Metab__5730,1,5894
Metab__3153,1,1813
Metab__159325,-1,1071
Metab__9854489,1,2908
Metab__238,1,6207
Metab__65999,1,5468
Metab__951,1,154
Metab__6081,1,148
Metab__4599,-1,5406
Metab__4858,-1,142
Metab__2818,-1,1129
Metab__5358,1,3361
Metab__132803,-1,3156
Metab__4829,1,9606.ENSP00000309757
Metab__224,1,5836
Metab__3209,1,4899
Metab__216209,-1,183
Metab__730,1,2746
Metab__2119,-1,153
Metab__5381,1,5915
Metab__450,1,2100
Metab__54687,-1,3156
Metab__5408,-1,207
Metab__447905,1,19
Metab__271,1,2820
Metab__75919,1,3269
Metab__5002,-1,146
Metab__2729,-1,1131
Metab__5291,-1,5157
Metab__176155,-1,5743
Metab__4829,1,9606.ENSP00000309757
Metab__271,1,107
Metab__47936,1,107
Metab__923,1,38
Metab__2230,1,1132
Metab__439456,1,5582
Metab__2585,-1,153
Metab__2585,-1,153
Metab__119139,1,5731
Metab__730,1,2746
Metab__28864,1,1813
Metab__28864,1,1813
Metab__3002977,-1,1234
Metab__5538,1,7157
Metab__3339,1,5054
Metab__4893,-1,147
Metab__4893,-1,147
Metab__11434515,-1,1128
Metab__187,1,2641
Metab__3962,-1,3265
Metab__2771,-1,6532
Metab__68844,-1,9606.ENSP00000309649
Metab__148177,-1,207
Metab__23994,-1,7915
Metab__4051,-1,5743
Metab__4829,1,9370
Metab__3308,-1,5742
Metab__5426,-1,51185
Metab__3931,1,5465
Metab__2818,-1,1132
Metab__3488,-1,1080
Metab__5360,-1,23408
Metab__2514,1,7157
Metab__2514,-1,7157
Metab__5005498,-1,1017
Metab__5460048,1,338
Metab__177941,-1,1241
Metab__177941,-1,1241
Metab__4946,-1,153
Metab__4946,-1,153
Metab__11009,-1,3425
Metab__3476,-1,3767
Metab__11234794,-1,3091
Metab__60853,-1,147
Metab__2477,1,3350
Metab__2477,1,3350
Metab__5355,-1,1813
Metab__5355,-1,1813
Metab__1220,1,3358
Metab__271,1,857
Metab__231,1,5244
Metab__65072,-1,10157
Metab__3931,1,6721
Metab__5562,-1,3065
Metab__5566,-1,6275
Metab__238,1,22953
Metab__10191580,-1,2475
Metab__5732,1,2555
Metab__3077,1,11255
Metab__6758,1,6622
Metab__656458,-1,2222
Metab__5487,1,11188
Metab__271,-1,10423
Metab__3463,1,9606.ENSP00000309757
Metab__66535,1,5575
Metab__3000322,-1,1132
Metab__65014,-1,1233
Metab__3209,1,2180
Metab__6287,-1,384
Metab__3827,-1,3269
Metab__888,1,3422
Metab__6047,1,1312
Metab__387447,1,836
Metab__5281855,-1,1457
Metab__77998,1,9606.ENSP00000309757
Metab__60853,-1,3356
Metab__107867,-1,1129
Metab__2160,-1,1133
Metab__442972,1,6469
Metab__442972,-1,6469
Metab__5281605,-1,1576
Metab__2244,-1,5743
Metab__6076,1,9606.ENSP00000369003
Metab__304,-1,255738
Metab__71360,-1,9606.ENSP00000327652
Metab__2244,-1,1026
Metab__4539,-1,7153
Metab__5566,-1,801
Metab__702,-1,10840
Metab__3054,1,3952
Metab__271,1,6010
Metab__271,-1,6010
Metab__4452,-1,1813
Metab__271,1,5256
Metab__888,-1,5409
Metab__238,-1,952
Metab__2443,1,152
Metab__5280961,1,836
Metab__5280934,1,211
Metab__2353,1,207
Metab__1287,1,836
Metab__5284616,1,3667
Metab__681,1,5617
Metab__681,-1,5617
Metab__5281767,1,3162
Metab__2818,-1,9606.ENSP00000387281
Metab__5757,1,2099
Metab__1041,1,5471
Metab__238,1,7295
Metab__304,-1,6721
Metab__5280450,1,3157
Metab__5591,-1,5054
Metab__444795,-1,367
Metab__6830,1,5599
Metab__132190,-1,887
Metab__4792,1,5578
Metab__68740,-1,9453
Metab__60719,-1,10800
Metab__6106,-1,384
Metab__3007,-1,4128
Metab__303,-1,9606.ENSP00000263817
Metab__1809,1,3357
Metab__5073,-1,9606.ENSP00000313661
Metab__951,1,1392
Metab__4946,-1,154
Metab__4946,-1,154
Metab__440936,-1,7299
Metab__107780,1,3355
Metab__60949,-1,134
Metab__2160,-1,3356
Metab__26275995,-1,7422
Metab__271,1,30818
Metab__31100,1,1814
Metab__31100,1,1814
Metab__122724,-1,3320
Metab__3446,-1,774
Metab__231,1,5465
Metab__145068,-1,3553
Metab__4510,1,4881
Metab__888,-1,5409
Metab__4425,-1,4986
Metab__1220,1,3361
Metab__5078,1,3351
Metab__5078,1,3351
Metab__439153,1,5160
Metab__450,1,367
Metab__860,1,1581
Metab__1693,-1,1152
Metab__446541,-1,3614
Metab__82146,1,6257
Metab__54454,-1,1576
Metab__24316,1,59341
Metab__53359,-1,231
Metab__370,-1,4313
Metab__5691,-1,5289
Metab__3394,1,3248
Metab__54454,-1,6347
Metab__86583374,1,7098
Metab__26275995,-1,4318
Metab__16133798,-1,104909134
Metab__3054,1,2353
Metab__4927,-1,1133
Metab__6433557,1,7494
Metab__444899,1,1374
Metab__16130049,-1,2305
Metab__3222,1,5972
Metab__994,1,5053
Metab__985,1,23179
Metab__4485,-1,779
Metab__5078,1,3355
Metab__92432,1,4159
Metab__4380,-1,4128
Metab__784,1,4846
Metab__784,-1,4846
Metab__5280450,1,27063
Metab__5280934,1,1490
Metab__47811,1,3351
Metab__4044,-1,5742
Metab__5289419,-1,1017
Metab__5591,1,5468
Metab__5280934,1,19
Metab__745,-1,2730
Metab__7420,-1,23498
Metab__3559,1,5179
Metab__96,-1,55902
Metab__3823,-1,1595
Metab__5376,1,2099
Metab__16129666,-1,2305
Metab__5326966,-1,43
Metab__1727,-1,3751
Metab__54454,-1,7124
Metab__2719,1,472
Metab__3154,-1,9606.ENSP00000256119
Metab__10096344,-1,1803
Metab__5757,-1,1906
Metab__60834,-1,6530
Metab__32893,1,2353
Metab__10547,-1,590
Metab__4543,-1,6530
Metab__439963,1,7915
Metab__271,1,5255
Metab__3675,-1,4129
Metab__3744,-1,883
Metab__898,-1,2673
Metab__121880,-1,3360
Metab__1424,1,5105
Metab__312,1,183
Metab__5825,1,134864
Metab__5538,1,5915
Metab__11228183,-1,4170
Metab__4920,-1,1392
Metab__2783,1,4803
Metab__271,1,2147
Metab__3869,-1,154
Metab__3869,-1,154
Metab__2131,-1,43
Metab__271,1,2978
Metab__2797,1,5465
Metab__3062316,-1,5159
Metab__5402,-1,6713
Metab__5538,1,1382
Metab__114899,-1,186
Metab__3825,-1,5742
Metab__4594,1,1543
Metab__5734,-1,8912
Metab__24755492,-1,207
Metab__3640,-1,9370
Metab__231,1,183
Metab__104849,-1,4986
Metab__4211,1,1576
Metab__146570,-1,6530
Metab__4430,-1,4986
Metab__5381226,-1,9606.ENSP00000441269
Metab__4397,1,57413
Metab__219021,-1,7124
Metab__28864,1,3351
Metab__28864,1,3351
Metab__3964,-1,1813
Metab__3077,1,3274
Metab__5281969,1,7442
Metab__5757,1,4846
Metab__216239,-1,3815
Metab__3054,-1,2064
Metab__5280493,1,1906
Metab__3615,1,59340
Metab__5381226,-1,28234
Metab__16130961,1,9606.ENSP00000330138
Metab__4912,-1,19
Metab__3640,1,9606.ENSP00000309757
Metab__5757,1,2099
Metab__5757,-1,2099
Metab__888,1,222236
Metab__3461,1,6241
Metab__4923,-1,1719
Metab__784,1,4217
Metab__3373,-1,2554
Metab__784,1,857
Metab__784,-1,857
Metab__312,1,5743
Metab__681,1,9606.ENSP00000327652
Metab__681,1,9606.ENSP00000327652
Metab__2375,-1,367
Metab__36314,1,891
Metab__5284616,1,207
Metab__5284616,-1,207
Metab__5281767,1,5468
Metab__1223,-1,4988
Metab__68601,1,9606.ENSP00000387281
Metab__3295,-1,766
Metab__5515,-1,7150
Metab__5694,1,5054
Metab__5280343,-1,6514
Metab__4205,-1,3356
Metab__4205,-1,3356
Metab__5280450,1,23179
Metab__6830,1,55770
Metab__1809,1,3351
Metab__54454,1,4846
Metab__23994,1,5805
Metab__4789,-1,3938
Metab__283,1,2864
Metab__5280343,1,836
Metab__123631,-1,2064
Metab__238,1,8664
Metab__274,1,9606.ENSP00000367869
Metab__271,1,3706
Metab__54454,1,3162
Metab__238,1,6187
Metab__2783,1,153
Metab__888,1,445
Metab__3931,1,2864
Metab__4051,-1,5743
Metab__5005498,-1,1017
Metab__3883,-1,495
Metab__5280754,1,3479
Metab__5280934,1,6667
Metab__23930,1,55190
Metab__3559,1,5179
Metab__208902,1,4543
Metab__5280445,1,5599
Metab__2719,-1,54106
Metab__5462471,1,4988
Metab__5533,1,3350
Metab__5328760,-1,9606.ENSP00000268035
Metab__2909,-1,9606.ENSP00000396538
Metab__5376,-1,1559
Metab__5328940,-1,3055
Metab__145068,-1,3553
Metab__6443013,1,948
Metab__3386,-1,6532
Metab__838,1,5972
Metab__2995,-1,3757
Metab__2537,1,7442
Metab__3054,1,3315
Metab__3251,1,3350
Metab__2019,1,7157
Metab__3042,-1,1129
Metab__644185,-1,142
Metab__3158,-1,3350
Metab__160,1,5732
Metab__5280443,1,142
Metab__439196,-1,5009
Metab__1927,1,9606.ENSP00000309757
Metab__5957,1,5728
Metab__448537,1,2101
Metab__5139,-1,4843
Metab__2514,-1,23498
Metab__762,1,2746
Metab__762,-1,2746
Metab__888,1,3612
Metab__762,1,54536
Metab__60262,-1,3356
Metab__5352,-1,231
Metab__942,1,1141
Metab__481,1,2645
Metab__481,-1,2645
Metab__3000322,-1,1128
Metab__446220,1,4986
Metab__36314,1,10383
Metab__188927,-1,6869
Metab__187,1,1129
Metab__2247,-1,3756
Metab__238,-1,5213
Metab__5538,-1,3569
Metab__2153,-1,135
Metab__2770,1,28996
Metab__439155,-1,1312
Metab__23994,1,708
Metab__5566,-1,805
Metab__2083,1,154
Metab__2083,1,154
Metab__2771,-1,6531
Metab__3371,-1,8644
Metab__10282255,1,5578
Metab__3008,1,4988
Metab__60809,1,1133
Metab__5350,1,1728
Metab__4543,-1,1132
Metab__4543,-1,3350
Metab__1858,1,4543
Metab__2159,-1,1813
Metab__231,1,5578
Metab__33625,-1,146
Metab__5957,1,8894
Metab__154100,-1,6530
Metab__82146,1,6258
Metab__4449,-1,3350
Metab__2477,-1,1813
Metab__60795,-1,9606.ENSP00000313661
Metab__25126797,-1,3716
Metab__24812758,-1,6524
Metab__4713,-1,207
Metab__271,1,2153
Metab__11009,-1,55347
Metab__3008,1,4985
Metab__192707,1,5030
Metab__6443013,1,5105
Metab__3209,1,51129
Metab__3209,1,2274
Metab__39042,1,5054
Metab__445154,-1,207
Metab__4829,1,2167
Metab__5253,-1,153
Metab__838,1,9606.ENSP00000387281
Metab__60749,-1,7298
Metab__271,1,5580
Metab__271,1,5578
Metab__54454,-1,3569
Metab__762,1,5898
Metab__9796290,-1,1803
Metab__156326,-1,150
Metab__5746,1,5888
Metab__928,1,1737
Metab__4543,-1,148
Metab__44093,-1,9606.ENSP00000464149
Metab__1271,1,2913
Metab__2726,-1,3350
Metab__186004,-1,3635
Metab__3715,1,11251
Metab__446284,1,2168
Metab__445154,1,22933
Metab__3938,-1,3357
Metab__2720,1,5972
Metab__448991,-1,1017
Metab__23994,-1,2878
Metab__65064,-1,3569
Metab__3385,1,836
Metab__2443,1,3350
Metab__2443,-1,3350
Metab__6322,1,162417
Metab__11243969,-1,1803
Metab__206042,-1,3791
Metab__937,1,8843
Metab__5005,-1,9606.ENSP00000464149
Metab__16220188,-1,1432
Metab__6323195,1,3661
Metab__54676905,-1,695
Metab__6279,1,5241
Metab__1222,-1,2918
Metab__866,1,222545
Metab__125348,1,57413
Metab__4366,-1,4846
Metab__5312830,1,9606.ENSP00000309757
Metab__445643,-1,4775
Metab__3386,1,3356
Metab__72023,1,5739
Metab__1090,-1,6713
Metab__2443,1,147
Metab__2443,-1,147
Metab__5284627,-1,762
Metab__55651,1,4986
Metab__965,1,2864
Metab__6446,1,367
Metab__3633,-1,9507
Metab__4652,-1,7166
Metab__3209,1,4800
Metab__5508,-1,5742
Metab__5280352,-1,3569
Metab__19861,-1,3269
Metab__238,1,8666
Metab__5052,1,3356
Metab__5280453,-1,836
Metab__62064,1,3356
Metab__813,1,38
Metab__2769,-1,3757
Metab__238,-1,5837
Metab__4585,-1,9606.ENSP00000327652
Metab__5281605,1,4313
Metab__2758,1,79054
Metab__5280450,1,1376
Metab__3035842,1,59340
Metab__6604909,-1,6536
Metab__1209,1,2911
Metab__444,-1,6531
Metab__72036,-1,9606.ENSP00000387281
Metab__4585,1,1813
Metab__4585,-1,1813
Metab__4585,-1,1813
Metab__2909,-1,9606.ENSP00000263817
Metab__28864,-1,3357
Metab__231,1,9606.ENSP00000327315
Metab__5280961,1,2100
Metab__39042,1,5467
Metab__53734048,-1,2954
Metab__26721,1,4988
Metab__107780,1,3356
Metab__3379,1,2908
Metab__3696,-1,3269
Metab__4828,1,154
Metab__1310,1,2913
Metab__3938,1,3350
Metab__5362129,-1,1636
Metab__6076,1,59341
Metab__11210478,1,836
Metab__151069,-1,3320
Metab__3209,-1,5742
Metab__53359,-1,231
Metab__5311080,1,4985
Metab__28864,1,9606.ENSP00000313661
Metab__28864,1,9606.ENSP00000313661
Metab__9818231,-1,3718
Metab__1983,1,1571
Metab__1690,1,472
Metab__60853,-1,3269
Metab__2687,1,155
Metab__1858,1,4543
Metab__762,1,107
Metab__5310984,1,2912
Metab__5310984,1,2912
Metab__3931,1,29841
Metab__42396,1,153
Metab__3413,1,2778
Metab__14985,-1,5578
Metab__5280450,1,4802
Metab__271,1,108
Metab__3899,1,196
Metab__1690,1,7422
Metab__5281767,1,836
Metab__4911,-1,9356
Metab__3132,-1,4311
Metab__126046,-1,4311
Metab__192866,1,9606.ENSP00000305355
Metab__213046,-1,3356
Metab__3209,1,948
Metab__2818,-1,3358
Metab__274,1,7224
Metab__450,1,2475
Metab__5360,-1,5029
Metab__5360,-1,5029
Metab__4058,1,4986
Metab__4449,-1,3356
Metab__4449,-1,3356
Metab__5379,1,2641
Metab__444899,1,211
Metab__6830,1,11336
Metab__2818,-1,1815
Metab__55283,-1,1576
Metab__1690,1,5743
Metab__5280795,1,8074
Metab__11667893,-1,3791
Metab__3404,-1,1544
Metab__1983,-1,5742
Metab__216345,1,7157
Metab__5487301,1,3360
Metab__5487301,-1,3360
Metab__27924,1,5578
Metab__6741,1,2908
Metab__25201794,-1,1728
Metab__54454,1,207
Metab__5280450,1,4862
Metab__985,1,211
Metab__4205,-1,3356
Metab__4205,-1,3356
Metab__2767,1,3725
Metab__11152667,-1,1111
Metab__439693,-1,100
Metab__439693,-1,100
Metab__5362129,-1,9606.ENSP00000464149
Metab__271,1,4842
Metab__271,1,6647
Metab__44134608,-1,834
Metab__784,-1,5728
Metab__3209,1,3158
Metab__60594,-1,5972
Metab__784,1,5599
Metab__2764,-1,7153
Metab__303,1,2641
Metab__5757,1,3479
Metab__5757,-1,3479
Metab__238,1,1981
Metab__5957,1,9606.ENSP00000339095
Metab__2767,1,7157
Metab__2767,-1,7157
Metab__5360515,-1,4988
Metab__1032,1,2867
Metab__4926,-1,147
Metab__2761,-1,3269
Metab__65064,-1,2353
Metab__114892,-1,1717
Metab__5073,-1,147
Metab__39981,-1,790
Metab__5311224,1,5733
Metab__4932,-1,3757
Metab__206,1,2645
Metab__11597571,-1,4233
Metab__5374,-1,9606.ENSP00000387281
Metab__5280934,1,2641
Metab__448537,1,2597
Metab__2524,1,7421
Metab__232,1,162417
Metab__1287,1,7157
Metab__15938,1,836
Metab__762,1,1965
Metab__124007,1,3350
Metab__3035817,-1,627
Metab__3902,-1,9606.ENSP00000260433
Metab__13493,1,4988
Metab__271,1,5530
Metab__26275995,-1,834
Metab__1690,1,5599
Metab__2812,-1,9606.ENSP00000262888
Metab__11578,-1,210
Metab__5754,1,9606.ENSP00000309757
Metab__5280450,1,4802
Metab__5936,-1,590
Metab__34359,-1,1644
Metab__860,1,335
Metab__101,-1,7915
Metab__445154,1,23408
Metab__4911,-1,24145
Metab__5160,-1,3356
Metab__150311,-1,29881
Metab__2375,-1,367
Metab__123015,-1,3791
Metab__51358113,-1,2475
Metab__68740,-1,2224
Metab__13493,1,4986
Metab__985,1,123
Metab__60809,1,1133
Metab__6804,1,5471
Metab__3779,1,154
Metab__3779,1,154
Metab__271,1,115
Metab__5677,-1,8972
Metab__11432307,1,1901
Metab__6435415,-1,1800
Metab__4789,-1,6523
Metab__271,1,3706
Metab__101,-1,7915
Metab__5056,-1,9606.ENSP00000260630
Metab__10113978,-1,2261
Metab__442783,-1,1950
Metab__60594,-1,5972
Metab__860,1,2274
Metab__337359,-1,231
Metab__5360,-1,5029
Metab__5360,-1,5029
Metab__145068,1,2983
Metab__216326,-1,51185
Metab__860,1,54600
Metab__5283454,1,5465
Metab__107969,-1,8877
Metab__3938,1,1815
Metab__155815,-1,8399
Metab__2443,-1,3363
Metab__31703,1,7157
Metab__71306,1,6755
Metab__54671203,-1,4317
Metab__271,1,3204
Metab__119,1,2550
Metab__71360,-1,3362
Metab__283,1,2168
Metab__148196,1,5029
Metab__6830,1,60412
Metab__2179,-1,7153
Metab__2818,-1,1813
Metab__25021165,-1,11343
Metab__2524,-1,7421
Metab__2524,1,7421
Metab__5665,-1,18
Metab__5665,-1,18
Metab__888,-1,5409
Metab__3661,-1,1131
Metab__3661,-1,1131
Metab__5280343,-1,4318
Metab__73755113,-1,3163
Metab__2520,-1,776
Metab__5734,-1,4129
Metab__5291,1,836
Metab__5476815,-1,3162
Metab__2514,-1,55347
Metab__4366,-1,4846
Metab__5280343,-1,4318
Metab__2375,-1,367
Metab__5280934,1,133522
Metab__860,1,211
Metab__55190,1,3350
Metab__5472,-1,64805
Metab__5040,1,3667
Metab__161930,1,79054
Metab__1615,-1,6532
Metab__222284,-1,6721
Metab__133075,1,3360
Metab__23930,1,170685
Metab__5001396,-1,79001
Metab__942,1,6531
Metab__1023,-1,9606.ENSP00000354238
Metab__3394,-1,5743
Metab__54454,-1,1576
Metab__5291,-1,5979
Metab__2200,-1,3269
Metab__36314,1,4137
Metab__778,-1,2876
Metab__5280352,-1,3552
Metab__102615,1,5578
Metab__6076,1,1080
Metab__2826,1,2354
Metab__383413,1,9606.ENSP00000330138
Metab__5957,1,4846
Metab__23930,1,9615
Metab__156326,-1,3351
Metab__4763,1,1576
Metab__3365,1,1038
Metab__271,1,714
Metab__3069815,1,11251
Metab__1548943,1,7442
Metab__5281888,-1,10800
Metab__1927,1,51129
Metab__6439874,1,3565
Metab__985,1,19
Metab__6918365,-1,6869
Metab__450,1,7040
Metab__3345,1,4985
Metab__5452,-1,147
Metab__4659569,-1,1312
Metab__4659569,-1,1312
Metab__5280961,1,1080
Metab__2160,-1,146
Metab__172197,1,186
Metab__4599,-1,2194
Metab__699,1,2099
Metab__762,1,23265
Metab__60961,-1,55361
Metab__62064,1,3356
Metab__5350,1,1728
Metab__2130,1,1813
Metab__232,1,222545
Metab__31100,1,1816
Metab__4885,1,1814
Metab__4885,1,1814
Metab__2583,1,153
Metab__2583,-1,153
Metab__5734,-1,8913
Metab__16230,-1,40
Metab__5002,-1,1129
Metab__25244225,-1,2588
Metab__4543,-1,1129
Metab__4887,-1,3567
Metab__60837,-1,7150
Metab__24771824,-1,2166
Metab__77998,1,2641
Metab__783,1,51284
Metab__2726,-1,1813
Metab__3625,-1,383
Metab__4594,1,1544
Metab__303,-1,1593
Metab__3547,-1,6093
Metab__54889,-1,1636
Metab__2405,-1,154
Metab__6914657,-1,10135
Metab__1336,-1,4860
Metab__444899,1,51129
Metab__3654103,1,3350
Metab__1935,-1,590
Metab__8223,1,148
Metab__68570,-1,2796
Metab__5095,1,1815
Metab__10113978,-1,2321
Metab__2750,1,5468
Metab__6083,1,5562
Metab__3209,1,4802
Metab__93860,1,7157
Metab__2524,-1,3558
Metab__6918266,1,2862
Metab__9812414,-1,2588
Metab__4585,-1,1129
Metab__20048,-1,10157
Metab__985,1,4800
Metab__4021,1,4846
Metab__444899,1,27063
Metab__10184653,-1,2066
Metab__2662,-1,207
Metab__5408,-1,268
Metab__4713,-1,3553
Metab__6169,-1,152
Metab__2230,1,1132
Metab__5284549,-1,762
Metab__4543,-1,1131
Metab__5308,-1,2322
Metab__2690,-1,136
Metab__4911,-1,9356
Metab__442783,1,842
Metab__444899,1,6667
Metab__4583,-1,7153
Metab__2514,1,3725
Metab__4543,-1,1128
Metab__451066,-1,3350
Metab__3157,-1,148
Metab__3157,-1,148
Metab__443872,-1,4306
Metab__31304,-1,8001
Metab__445154,-1,5970
Metab__5202,1,9606.ENSP00000313661
Metab__23925,-1,5409
Metab__5070,1,627
Metab__271,1,5261
Metab__2955,1,1559
Metab__445154,-1,1576
Metab__2548,1,7442
Metab__68570,1,9606.ENSP00000260433
Metab__2083,1,155
Metab__3062316,-1,1969
Metab__274,1,5906
Metab__11947681,1,4881
Metab__439196,-1,9394
Metab__23925,1,221120
Metab__57537,1,1813
Metab__5002,-1,1814
Metab__4911,-1,55867
Metab__9429,-1,1813
Metab__3209,1,3157
Metab__1287,-1,6347
Metab__107807,-1,1636
Metab__164437,1,135
Metab__2750,1,5468
Metab__2769,1,3360
Metab__2769,1,3360
Metab__47289,1,7157
Metab__60943,-1,552
Metab__2756,-1,3274
Metab__2756,-1,3274
Metab__448537,1,595
Metab__283,1,5465
Metab__3654103,1,9606.ENSP00000313661
Metab__145068,1,2986
Metab__2561,-1,3290
Metab__1205,-1,1132
Metab__737,1,5238
Metab__24771867,-1,6790
Metab__60853,-1,1815
Metab__3931,1,1376
Metab__5278396,-1,472
Metab__3519,1,9606.ENSP00000387281
Metab__6503,-1,883
Metab__295,1,7225
Metab__3148,-1,3359
Metab__155773,1,153
Metab__3640,-1,3479
Metab__5212,-1,8654
Metab__2443,1,148
Metab__3054,1,3479
Metab__3054,-1,3479
Metab__4369359,-1,1803
Metab__5282381,1,5732
Metab__16129638,-1,2305
Metab__54677977,-1,1723
Metab__5591,1,5465
Metab__28486,1,207
Metab__2803,1,148
Metab__6215,1,2908
Metab__5283446,-1,2166
Metab__6726,-1,3269
Metab__1287,-1,3569
Metab__2471,-1,1080
Metab__5287969,-1,4170
Metab__2726,-1,3269
Metab__3310,1,1026
Metab__444030,-1,1133
Metab__24316,1,5138
Metab__985,1,5599
Metab__73087,1,2146
Metab__73087,-1,2146
Metab__4992,-1,3269
Metab__6830,1,5898
Metab__5077,-1,43
Metab__16004692,-1,1910
Metab__4692,-1,3576
Metab__3066,1,3351
Metab__3066,1,3351
Metab__3793,-1,1576
Metab__65889,-1,5724
Metab__77998,1,51129
Metab__483407,-1,1234
Metab__3054,1,4609
Metab__5056,-1,4318
Metab__772,1,462
Metab__4585,-1,3351
Metab__3107,-1,1803
Metab__115348,1,4543
Metab__3494,-1,1128
Metab__5833,1,5241
Metab__5526,-1,5340
Metab__5757,1,5617
Metab__5538,1,7026
Metab__3006531,-1,5594
Metab__5401,-1,148
Metab__5401,-1,148
Metab__274,1,5576
Metab__6419702,1,5582
Metab__60184,-1,1636
Metab__4242,-1,2065
Metab__1424,1,9606.ENSP00000309757
Metab__442972,-1,2735
Metab__82146,1,6256
Metab__912,1,59340
Metab__271,1,814
Metab__5372,-1,4773
Metab__1065,-1,3757
Metab__2230,1,1128
Metab__6001,1,3265
Metab__5311507,-1,1813
Metab__65999,-1,185
Metab__8230,-1,553
Metab__5311211,1,5465
Metab__4993,-1,1719
Metab__965,1,2864
Metab__888,1,3612
Metab__5280933,1,2641
Metab__17675,-1,1576
Metab__2160,-1,1128
Metab__31703,1,836
Metab__1079,1,1312
Metab__4184,-1,3269
Metab__4592,-1,1017
Metab__4100,-1,760
Metab__4189,-1,1595
Metab__4189,-1,1595
Metab__985,1,3992
Metab__3403,1,4846
Metab__387447,1,1027
Metab__6076,1,1080
Metab__22258,1,4988
Metab__618,1,2646
Metab__618,-1,2646
Metab__23925,1,221120
Metab__1615,1,3356
Metab__11609157,-1,3832
Metab__271,1,9734
Metab__4585,-1,1128
Metab__446284,1,2180
Metab__2471,-1,6558
Metab__156326,-1,1813
Metab__5005498,-1,2932
Metab__888,1,718
Metab__4878,-1,6714
Metab__132345,1,3350
Metab__1220,1,3351
Metab__68740,-1,9453
Metab__784,-1,6649
Metab__656734,-1,9606.ENSP00000262888
Metab__6076,1,6833
